original_img_file,new_img_file,phrase
2718.jpg,7060.jpg,the rightmost can with GLEN
1387.jpg,7061.jpg,cup with slogan of im so glad you're mine
1387.jpg,7062.jpg,green can with CASE-BOOK
1387.jpg,7063.jpg,R&B can
1631.jpg,7064.jpg,Micelar Cleasing Water
1631.jpg,7065.jpg,oli-free eye makeup remover
1631.jpg,7066.jpg,Kate
1631.jpg,7067.jpg,WELEDA
1631.jpg,7068.jpg,EGG
1631.jpg,7069.jpg,Cetaphil
21.jpg,7070.jpg,a dark bottle of liquid smoke
21.jpg,7071.jpg,a bottle of maple syrup
2843.jpg,7072.jpg,a bag of brown soft product
2843.jpg,7073.jpg,a yellow and white box of non-stick baking paper
2843.jpg,7074.jpg,a box of stork
2843.jpg,7075.jpg,a bag of plain flour
1409.jpg,7076.jpg,a bottle of baking powder
1409.jpg,7077.jpg,the eggs
1224.jpg,7078.jpg,the first bottle of hot sauce from the right 
1224.jpg,7079.jpg,a red book with a note of Hur Jaffrey on it
1224.jpg,7080.jpg,the book above the red book of Jaffrey
1224.jpg,7081.jpg,the second bottle of hot sauce from the left
1281.jpg,7082.jpg,a bottle of pam
386.jpg,7083.jpg,a bag of light brown sugar
386.jpg,7084.jpg,a bottle of distilled white vinegar
550.jpg,7085.jpg,The bottle which is in the middle has a tag reading AARDVARK.
550.jpg,7086.jpg,The sauce from CHILE
1916.jpg,7087.jpg,The can has Coconut Milk inside.
1916.jpg,7088.jpg,The shortest jar of CHILI ONION CRUNCH.
1916.jpg,7089.jpg,The jar with FERMENTED CHILE SAUCE
1649.jpg,7090.jpg,The patis bottle with a green lid
1649.jpg,7091.jpg,the brown marca pina patis bottle
1649.jpg,7092.jpg,The bottle of DATU PUTI patis flavor
1750.jpg,7093.jpg,The white and blue bottle of gold's horseradish
1750.jpg,7094.jpg,The bottle with a red lid on the right of the heinz ketchup
1750.jpg,7095.jpg,bowl is in front of the bottle of Worcestershire sauce
711.jpg,7096.jpg,The bottle has cinnamon inside.
711.jpg,7097.jpg,The bottle has rosemary inside.
3474.jpg,7098.jpg,The bottle with a red tag of brand CSR
3474.jpg,7099.jpg,a bag of Puhul Dosi
3474.jpg,7100.jpg,The red bag of mixed spice
3474.jpg,7101.jpg,The bag with a blue tag of SEMOLINA
3474.jpg,7102.jpg,The blue bag of white sugar
1010.jpg,7103.jpg,a jar with logo of Welch's
1010.jpg,7104.jpg,a red jar with logo of Heinz
1726.jpg,7105.jpg,a can of La Chinata
1726.jpg,7106.jpg,the bottle on the right of can of La Chinata
349.jpg,7107.jpg,a plastic bottle of cayenne pepper
349.jpg,7108.jpg,a yellow mustard bottle
349.jpg,7109.jpg,a black metal pepper can 
2230.jpg,7110.jpg,a bottle of hunt's tomato ketchup
2230.jpg,7111.jpg,large bowl on the left of the white house bottle
2308.jpg,7112.jpg,a bottle of rice vinegar
2308.jpg,7113.jpg,a bottle of fish sauce
2208.jpg,7114.jpg,a pouring bottle of hot ones
3407.jpg,7115.jpg,a bottle of hot ones
4120.jpg,7116.jpg,a bottle of aka miso
4120.jpg,7117.jpg,a bottle of mx green brand hot pepper sauce
3294.jpg,7118.jpg,a plastic bottle of sour cream
3294.jpg,7119.jpg,a glass bottle steak sauce
3294.jpg,7120.jpg,a can of beef broth
3294.jpg,7121.jpg,a big bag of wide egg noodles
3294.jpg,7122.jpg,a package of swedish style meatballs
529.jpg,7123.jpg,a box of gochujang 
529.jpg,7124.jpg,a bottle of sushi chef brand sesame seed
529.jpg,7125.jpg,a bottle of kikkoman brand aji-mirin
2104.jpg,7126.jpg,a bottle of coconut brand premium soy sauce
2104.jpg,7127.jpg,a bottle of marcapina brand soy sauce
1596.jpg,7128.jpg,Salsa chile habanero
1596.jpg,7129.jpg,the caribbean chile habanero
1970.jpg,7130.jpg,the ITALIAN WHITE WINE VINEGAR
1970.jpg,7131.jpg,DIJON MUSTARD
1970.jpg,7132.jpg,The glass bowl on the left of the bottle with GREY POUPON
488.jpg,7133.jpg,Chilli Changa's Sweet & Sour Chili
488.jpg,7134.jpg,the chutney
3098.jpg,7135.jpg,Mitsukan Rice Vinegar 
3098.jpg,7136.jpg,Sesame Oil
3098.jpg,7137.jpg,Fish Sauce
1714.jpg,7138.jpg,The garlic powder
1714.jpg,7139.jpg,real mayonnaise
3946.jpg,7140.jpg,california olive ranch olive oil
3533.jpg,7141.jpg,hot ones
3533.jpg,7142.jpg,bottle of gue
4255.jpg,7143.jpg,The first black cup to the right of the EC cup
4255.jpg,7144.jpg,White EC mug
58.jpg,7145.jpg,The second book on the right of Egypt
58.jpg,7146.jpg,the first book from the left with Egypt in the bookshelf
680.jpg,7147.jpg,crest bottle in the mirror
680.jpg,7148.jpg,crest bottle on the left
680.jpg,7149.jpg,the green bottle on the right of crest
680.jpg,7150.jpg,green bottle on the right of crest in the mirror
3442.jpg,7151.jpg,The sheep with 0190 tags on its ear
3442.jpg,7152.jpg,The lamb on the right side of the label 0190
208.jpg,7153.jpg,The sink on the right side of the screen to the left of the jar with CAR
208.jpg,7154.jpg,The sink on the left side of the screen to the left of the jar with CAR
3324.jpg,7155.jpg,HSBC building
3754.jpg,7156.jpg,the scissors on the top of Stitch Spencer Suture Scissor - 13cm text
3754.jpg,7157.jpg,the first scissors on the top of LaGrange Scissors - 12cm text
3754.jpg,7158.jpg,the first scissors on the top of Iris Gum Scissors - 11.5cm text
3754.jpg,7159.jpg,the first pliers on the top of Crile-Wood Needle Holder - 14cm text
4567.jpg,7160.jpg,white remote control with Wii text
4567.jpg,7161.jpg,the Nintendo remote
2461.jpg,7162.jpg,the bird closer to number 13 on the street sign
2461.jpg,7163.jpg,the bird above ST 
3719.jpg,7164.jpg,the bird above HYPOCAUST sign
3719.jpg,7165.jpg,the bird closer above PLAYCROUND sign
3719.jpg,7166.jpg,the bird above 'AND'
3719.jpg,7167.jpg,The bird is at the top right of 'PLAYCROUND'
2141.jpg,7168.jpg,the novocain bottle
2141.jpg,7169.jpg,the bottle which was marked with 10mg/mL
3024.jpg,7170.jpg,the facade of san miguel.
3024.jpg,7171.jpg,the skyscraper of sharp.
3773.jpg,7172.jpg,the white block of bangkok bank.
460.jpg,7173.jpg,the food cart of union dog
460.jpg,7174.jpg,the yellow cart of urban poutine.
460.jpg,7175.jpg,"the red car on the right of urban poutine,"
2107.jpg,7176.jpg,the building of manulife.
4532.jpg,7177.jpg,the white building of w.
1660.jpg,7178.jpg,the store on the left of the timex
1660.jpg,7179.jpg,TIMEX SHOP 
1660.jpg,7180.jpg,COMICA shop on the far right
4320.jpg,7181.jpg,the banana nut crunch box
4320.jpg,7182.jpg,the box on the left of the crunch box
4320.jpg,7183.jpg,the bottle of the emerald brand
4320.jpg,7184.jpg,the blue bottle on the right the emerald bottle
331.jpg,7185.jpg,the super sports store
331.jpg,7186.jpg,the jeep store
2894.jpg,7187.jpg,the shop of alamo.
2894.jpg,7188.jpg,the green shop of national.
3243.jpg,7189.jpg,GIANT EAGLE Thin Spaghetti
3265.jpg,7190.jpg,tomato soup on the op shelf
3265.jpg,7191.jpg,garlic powder
814.jpg,7192.jpg,the aura brand store with fragancias and bolsas
814.jpg,7193.jpg,the helados brand store
3635.jpg,7194.jpg,the GNC brand store on the right side
3635.jpg,7195.jpg,the shop on the left of GNC shop
3563.jpg,7196.jpg,the Texas Honey
3563.jpg,7197.jpg,bottle on the right of the Texas Honey
3753.jpg,7198.jpg,The blue car in front of the YAMC
3753.jpg,7199.jpg,YAMC
1103.jpg,7200.jpg,restaurant with hotdog sign
1103.jpg,7201.jpg,restaurant with popeyes logo
1103.jpg,7202.jpg,coffee house
1103.jpg,7203.jpg,First restaurant on the right with a signboard said pick up
4334.jpg,7204.jpg,A shop with a white sign of AMERICAN EAGLE brand
4334.jpg,7205.jpg,shop under the american eagle shop
4334.jpg,7206.jpg,shop with a big red sale sign on the second floor
4017.jpg,7207.jpg,restaurant with lagloria logo in blue font
4017.jpg,7208.jpg,eating house with salads sign
2529.jpg,7209.jpg,eating house with lotsa logo
4414.jpg,7210.jpg,Macy brand store
4414.jpg,7211.jpg,Shop in the middle of the first floor under Macy store
4414.jpg,7212.jpg,the lens crafters
4414.jpg,7213.jpg,The shop in the lower left corner of the first floor named something people
1584.jpg,7214.jpg,The shop on the far right of the second floor with Create &Barrel brand
1584.jpg,7215.jpg,The leftmost shop on the second floor with bloomingdales
1584.jpg,7216.jpg,The shop on the first floor under the crate & barrel
3.jpg,7217.jpg,deoithlon
3.jpg,7218.jpg,SPAR
3.jpg,7219.jpg,jeshn
1227.jpg,7220.jpg,XXI store under logo
1227.jpg,7221.jpg,rightmost restaurant of penyeton cok 
1227.jpg,7222.jpg,The leftmost place with Fitness First brand
1340.jpg,7223.jpg,The CoCoon store
1340.jpg,7224.jpg,"The store with a sign of ""Rershk"""
1340.jpg,7225.jpg,The store right below the CoCoon store
3307.jpg,7226.jpg,The MORPHE store
3307.jpg,7227.jpg,The red store next to the MORPHE store
3307.jpg,7228.jpg,The NEW LOOK store
351.jpg,7229.jpg,The Justice
3898.jpg,7230.jpg,The CONNOR
3898.jpg,7231.jpg,The store next to the CONNOR
3557.jpg,7232.jpg,The McDonald's
3557.jpg,7233.jpg,The Schlotzsky's
3557.jpg,7234.jpg,The Pizza Hut
3557.jpg,7235.jpg,The man in a green vest waiting in front of the Pizza Hut
3557.jpg,7236.jpg,The woman with a handbag waiting in front of the Pizza Hut
1796.jpg,7237.jpg,The SUNSHINE KEBABS
1796.jpg,7238.jpg,The Sushi Hiroba
1796.jpg,7239.jpg,The SUBWAY
1796.jpg,7240.jpg,The JUICE ENERGY
1796.jpg,7241.jpg,The man sitting and drinking near the SUNSHINE KEBABS
1796.jpg,7242.jpg,The man in a plaid shirt in front of the SUNSHINE KEBABS
28.jpg,7243.jpg,The JUICE ENERGY
28.jpg,7244.jpg,The SUBWAY
28.jpg,7245.jpg,The Sushi
586.jpg,7246.jpg,The COSTA COFFEE
586.jpg,7247.jpg,The Wacoal
2666.jpg,7248.jpg,The crazy8
2666.jpg,7249.jpg,The BAKERS
248.jpg,7250.jpg,The BREADEAUX PIZZA with original french crust
248.jpg,7251.jpg,The stall of Baskin
3432.jpg,7252.jpg,the OUTDOOR LIFE Magazine under the purple T-shirt.
3432.jpg,7253.jpg,The book called OUTWARD BOUND
3432.jpg,7254.jpg,the blue tie which is above the OUTWARD BOUND
2759.jpg,7255.jpg,Joey's delivery man's bike
3858.jpg,7256.jpg,Broccoli near A sign marked Heirloom Carrots
2451.jpg,7257.jpg,The red book on the left of the Epic Jerome Dickey
2451.jpg,7258.jpg,Yellow book with baby
2451.jpg,7259.jpg,black book next to the  Epic Jerome Dickey
2451.jpg,7260.jpg,The white book titled Epic Jerome Dickey
2451.jpg,7261.jpg,The two books on the right of the  Red book with what the
3942.jpg,7262.jpg,the boy under Hollywood street sign
3942.jpg,7263.jpg,the boy on the far left of Hollywood street sign
1519.jpg,7264.jpg,Black doughnut under bakery sign
1519.jpg,7265.jpg,donut on the far left in the certified organic bakery box
2556.jpg,7266.jpg,The orange far below alistoga drink
2556.jpg,7267.jpg,The orange close below alistoga drink
3929.jpg,7268.jpg,No. 138 kite
2501.jpg,7269.jpg,The book of Eifelheim
2501.jpg,7270.jpg,The brown book with USED label
2501.jpg,7271.jpg,"The red book ""Catching Fire"""
2501.jpg,7272.jpg,"The book ""Little Brother"" in the left side of the suitcase"
3558.jpg,7273.jpg,The man in the black vest on the chester bus
3558.jpg,7274.jpg,The woman on the left at the stairwell of the Chester bus
3558.jpg,7275.jpg,The man on the right at the stairwell of the Chester car
344.jpg,7276.jpg,The man with the red umbrella under A word graffiti
2650.jpg,7277.jpg,IIII:X
2650.jpg,7278.jpg,Clock dial with red pattern under the clock at 4:50
3686.jpg,7279.jpg,man with 81
2717.jpg,7280.jpg,The man in a cap behind the man with slogan ATAGON on his shirt
2717.jpg,7281.jpg,A man wearing ATAGON icon clothes
2717.jpg,7282.jpg,A person wearing white vast behind the person wearing the ATAGON logo
1113.jpg,7283.jpg,screen in the lower left of the poster of schwag
1410.jpg,7284.jpg,ROKI
1410.jpg,7285.jpg,baby held by the man wearing a roki shirt
4345.jpg,7286.jpg,The airplane on the ground to the left of the CANJET airplane
4345.jpg,7287.jpg,The CANJET
4345.jpg,7288.jpg,The AIR TRANSET aircraft at the middle of the picture
3212.jpg,7289.jpg,yacht L0502
3212.jpg,7290.jpg,the wheelhouse of the yacht next to yacht L0502
3212.jpg,7291.jpg,the bow of the yacht next to yacht no.L0502
1014.jpg,7292.jpg,stop sign with a sticker
1014.jpg,7293.jpg,left stained stop sign
1013.jpg,7294.jpg,left screen with word css
1593.jpg,7295.jpg,"The person in the red hat next to the train that has the letters ""DRUMMER LEE RIGBY"" on the front"
1593.jpg,7296.jpg,"The boy standing next to the train that has the letters ""DRUMMER LEE RIGBY"" on the front"
1754.jpg,7297.jpg,The sign that says STOP on the right of the black car
1754.jpg,7298.jpg,The sign that says STOP on the left
1754.jpg,7299.jpg,The black car beside the sign that says STOP
2288.jpg,7300.jpg,birds at four o'clock
1495.jpg,7301.jpg,The middle bunch of bananas on the left of the 20 price tag
1495.jpg,7302.jpg,banana at the bottom left on the left side of the 20 price tag
3893.jpg,7303.jpg,The first car behind the bus No.3
3893.jpg,7304.jpg,The second car behind the bus No.3
3893.jpg,7305.jpg,The black car next to the bus No.3
4168.jpg,7306.jpg,left and middle books of mcmaster
2073.jpg,7307.jpg,The rightmost banana behind the train with the number 3 on the front which is made of cake
2073.jpg,7308.jpg,The bananas behind the train with the number 3 on the front which is made of cake
1413.jpg,7309.jpg,"The cow on the left in the advertisement where there is ""BIOGAS TOUR 2013"" printed on it"
4094.jpg,7310.jpg,The car in the foremost position near the sign whose part of the content is R615
4094.jpg,7311.jpg,The black SUV near the sign whose part of the content is R615
4094.jpg,7312.jpg,The car in the rearmost position near the sign whose part of the content is R615
4094.jpg,7313.jpg,The man in all black under the sign whose part of the content is R615
4094.jpg,7314.jpg,The man in a white T-shirt under the sign whose part of the content is R615
4094.jpg,7315.jpg,The traffic lights on the left of the sign whose part of the content is R615
4094.jpg,7316.jpg,The man in a black coat and jeans under the sign whose part of the content is R615
4094.jpg,7317.jpg,The traffic lights on the right of the sign whose part of the content is R615
2932.jpg,7318.jpg,"The player in front of the billboard with the slogan ""Sony Ericsson WTA TOUR"""
2932.jpg,7319.jpg,The man in a red and blue coat sitting on the left of the billboard of the enq
422.jpg,7320.jpg,The top suitcase on the cart next to the left cart with an advertisement that shows 65 on it
422.jpg,7321.jpg,The black suitcase on the left cart with an advertisement that shows 65 on it
422.jpg,7322.jpg,The black suitcase on the cart next to the left cart with an advertisement that shows 65 on it
422.jpg,7323.jpg,The grey suitcase on the cart next to the left cart with an advertisement that shows 65 on it
422.jpg,7324.jpg,The bottom duffel bag on the left cart with an advertisement that shows 65 on it
1207.jpg,7325.jpg,The woman in a white headscarf and a white scarf under the sign 13B
1207.jpg,7326.jpg,The woman in all black under the sign 13B
1207.jpg,7327.jpg,The woman in a grey cardigan and a black scarf the sign 13B
1429.jpg,7328.jpg,man in black suit on the left of the rectangular sign with the word D on it
1429.jpg,7329.jpg,The man in a coat and jeans standing between the sign B and the square sign D
1429.jpg,7330.jpg,The man in an orange guide suit standing on the right side of the sign A
1429.jpg,7331.jpg,The man in a grey shirt near a circular sign that says D
1429.jpg,7332.jpg,The blonde woman in a colorful top near a circular sign that says D
767.jpg,7333.jpg,A suitcase with a hat on top near a jeep with license plate T254ALH
767.jpg,7334.jpg,The black bag closest to the jeep whose license plate is T254ALH
767.jpg,7335.jpg,The blue backpack on the right of jeep with license plate T254ALH
1781.jpg,7336.jpg,The car on the left of the forward LSG container
1781.jpg,7337.jpg,The car in front of the forward LSG container
2657.jpg,7338.jpg,the second bread on the Kenmore grill
2657.jpg,7339.jpg,"From right to left, the third bread on the Kenmore grill"
2657.jpg,7340.jpg,"From right to left, the fourth bread on the Kenmore grill"
2148.jpg,7341.jpg,book of noodles cakes and bakes
2148.jpg,7342.jpg,books of ganomigon
653.jpg,7343.jpg,The van parked next to a plane Indonesia
653.jpg,7344.jpg,car in front of the indonesia airline plane
2228.jpg,7345.jpg,The man in a T-shirt which is with logo FUBU painted on it
2228.jpg,7346.jpg,"The person carring a bag, standing behind the man who wears a T-shirt with logo FUBU"
1375.jpg,7347.jpg,The car on the right side of the road under a sign that says Tampa
1375.jpg,7348.jpg,The red car driving on the left side of the road under a sign that says Tampa
4063.jpg,7349.jpg,"The man carring a black suitcase, walking beside a train which has the word ""renfe"" on the side"
4063.jpg,7350.jpg,"The person holding a child's hand, walking beside a train which has the word ""renfe"" on the side"
4063.jpg,7351.jpg,"The man walking next to a word ""Avant"" which is painted on the train"
4063.jpg,7352.jpg,"A child being led, walking beside a train which has the word ""renfe"" on the side"
3137.jpg,7353.jpg,"The handbag carried by a woman on the right of the airplane with letters ""VH"" on the its front"
3137.jpg,7354.jpg,"The duffel bag carried by a woman on the right of the airplane with ""VH"" on the airplane's front"
1857.jpg,7355.jpg,Donut in the bottom right on white paper near a coin of 1 cent
1857.jpg,7356.jpg,Donut in the top right on the white paper near a coin of 1 cent
1857.jpg,7357.jpg,chocolate donut above the canada 1 cent
1857.jpg,7358.jpg,Donut in the bottom left on the white paper near a coin of 1 cent
1857.jpg,7359.jpg,white doughnut nearest the Canadian Coin 1 cent
1857.jpg,7360.jpg,Donut in the top left on the white paper near a coin of 1 cent
1857.jpg,7361.jpg,doughnut furthest from the Canadian Coin 1 cent in a plastic box
1857.jpg,7362.jpg,middle white doughnut above the Canadian Coin 1 cent
2820.jpg,7363.jpg,The person sitting next to the No.5
2820.jpg,7364.jpg,man in yellow life jacket next to the logo GO
2820.jpg,7365.jpg,man in yellow vest nearest the flag number 5
2820.jpg,7366.jpg,man in blue life vest sitting behind the word GO on the boat side
2820.jpg,7367.jpg,man in orange vest on the left nearest the flag number 5
2429.jpg,7368.jpg,black car on the right side of the suzuki motor
2429.jpg,7369.jpg,man on the far right of the motorbike of brand suzuki
4184.jpg,7370.jpg,white car next to the wedding special bus
2302.jpg,7371.jpg,fat guy under the word time
2302.jpg,7372.jpg,man under the word the
265.jpg,7373.jpg,The bench to the left of the clock with the hour hand close to 11
265.jpg,7374.jpg,The bench to the right of the clock with the hour hand close to 11
3201.jpg,7375.jpg,glass farther from the cell number 908 8833
3201.jpg,7376.jpg,glass closer to the cell number 908 8833
4358.jpg,7377.jpg,The rightmost woman on the SAMSUNG car
4358.jpg,7378.jpg,The man on the top of the SAMSUNG car
4358.jpg,7379.jpg,The middle woman on the SAMSUNG car
4358.jpg,7380.jpg,The driver of the SAMSUNG car
4358.jpg,7381.jpg,The leftmost of the three women on the SAMSUNG car
660.jpg,7382.jpg,rightmost man on the top of a bus with license plate number is 9687
1248.jpg,7383.jpg,man in an apron beside the ferme truck
1248.jpg,7384.jpg,man in a striped shirt on the left of the ferme
1248.jpg,7385.jpg,person in white shirt on the far left of the truck ferme
3916.jpg,7386.jpg,The white remote control in the upper left of the book of Parker
3916.jpg,7387.jpg,"The black remote control on the right of the book with the visible letters ""Park"""
3158.jpg,7388.jpg,book by mitch albom
3158.jpg,7389.jpg,The third book under the tuesdays with Morrie
3158.jpg,7390.jpg,the kitchen god's wife
401.jpg,7391.jpg,book of toxin
